,SYSTEMSTOP,OBJECTID,the_geom,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,Longitude,Latitude
781,11174,655,POINT (-87.71110069299999 41.881099224000025),HOMAN,MADISON,SB,NS,82,,CHICAGO,1,Homan & Madison,-87.71110069,41.88109922
782,15058,656,POINT (-87.72452137300002 41.84047359200002),PULASKI,28TH STREET,SB,FS,53,,CHICAGO,1,Pulaski & 28th Street,-87.72452137,41.84047359
783,1475,657,POINT (-87.678575884 41.953999167000006),LINCOLN,IRVING PARK/DAMEN,NWB,NS,11,,CHICAGO,1,Lincoln & Irving Park/Damen,-87.67857588,41.95399917
784,4724,658,POINT (-87.72311804999998 41.78604819999998),PULASKI,59TH STREET,SB,NS,53A,,CHICAGO,1,Pulaski & 59th Street,-87.72311805,41.7860482
785,15481,659,POINT (-87.766189177 41.927475189999996),CENTRAL,WRIGHTWOOD,SB,FS,85,,CHICAGO,1,Central & Wrightwood,-87.76618918,41.92747519
786,5582,660,POINT (-87.74695351100002 41.953264435999984),MILWAUKEE,IRVING PARK/CICERO,NWB,NS,56,,CHICAGO,1,Milwaukee & Irving Park/Cicero,-87.74695351,41.95326444
787,6364,661,POINT (-87.64104400000002 41.87451800100001),CLINTON,HARRISON,SB,NS,"7,157,60",N60,CHICAGO,1,Clinton & Harrison,-87.641044,41.874518
788,9017,662,POINT (-87.72653024599998 41.90961755000001),PULASKI,NORTH AVENUE,SB,FS,53,N53,CHICAGO,1,Pulaski & North Ave,-87.72653025,41.90961755
789,14591,663,POINT (-87.68907107799998 41.96835623800001),WESTERN,LAWRENCE,SB,FS,"11,49,49B,X49",N49,CHICAGO,1,Western & Lawrence,-87.68907108,41.96835624
790,7080,664,POINT (-87.55116627299998 41.72287508699998),COMMERCIAL,95TH STREET,SB,NS,71,,CHICAGO,1,Commercial & 95th Street,-87.55116627,41.72287509
791,5864,665,POINT (-87.644145896 41.75075419900003),HALSTED,79TH STREET,SB,NS,"8,169",,CHICAGO,1,Halsted & 79th Street,-87.6441459,41.7507542
792,7391,666,POINT (-87.585191269 41.751358548999974),SOUTH CHICAGO,79TH STREET/STONY ISLAND,NWB,NS,30,,CHICAGO,1,South Chicago & 79th Street/Stony Island,-87.58519127,41.75135855
793,5569,667,POINT (-87.72346688699997 41.939035545000024),MILWAUKEE,BELMONT,NWB,NS,56,,CHICAGO,1,Milwaukee & Belmont,-87.72346689,41.93903555
794,6116,668,POINT (-87.66347793599999 41.74678005300001),ASHLAND,81ST STREET,SB,NS,9,N9,CHICAGO,1,Ashland & 81st Street,-87.66347794,41.74678005
795,11177,669,POINT (-87.71099052300002 41.877428613000006),HOMAN,JACKSON,SB,NS,82,,CHICAGO,1,Homan & Jackson,-87.71099052,41.87742861
796,15867,670,POINT (-87.62448715 41.751456829000006),STATE,79TH STREET,NB,FS,"29,75",,CHICAGO,1,State & 79th Street,-87.62448715,41.75145683
797,11206,671,POINT (-87.71450700100002 41.83696800000001),CENTRAL PARK,31ST STREET,NB,NS,82,,CHICAGO,1,Central Park & 31st Street,-87.714507,41.836968
798,6676,672,POINT (-87.69590940299997 41.861080343000026),OGDEN serv.dr.,CALIFORNIA,NEB,NS,18,,CHICAGO,1,Ogden & California,-87.6959094,41.86108034
799,11901,673,POINT (-87.69907899999998 41.98303299999998),CALIFORNIA,BRYN MAWR,NB,NS,93,,CHICAGO,1,California & Bryn Mawr,-87.699079,41.983033
800,8732,674,POINT (-87.674027609 41.790240638),DAMEN,57TH STREET,NB,NS,48,,CHICAGO,1,Damen & 57th Street,-87.67402761,41.79024064
801,16075,675,POINT (-87.72373263999998 41.81541965100001),PULASKI,43RD STREET,NB,FS,53A,,CHICAGO,1,Pulaski & 43rd Street,-87.72373264,41.81541965
802,5891,676,POINT (-87.64507152599998 41.794536773999994),HALSTED,GARFIELD (north leg),NB,FS,8,,CHICAGO,1,Halsted & Garfield,-87.64507153,41.79453677
803,14573,677,POINT (-87.605469927 41.76617300100003),COTTAGE GROVE,71ST STREET/SOUTH CHICAGO,NB,FS,4,,CHICAGO,1,Cottage Grove & 71st Street/South Chicago,-87.60546993,41.766173
804,10331,678,POINT (-87.747005919 41.94976208200001),CICERO,GRACE,NB,NS,54,,CHICAGO,1,Cicero & Grace,-87.74700592,41.94976208
805,1352,679,POINT (-87.64410791900002 41.922209700999986),LINCOLN,WEBSTER/GENEVA T./LARABEE,NWB,FS,"11,74",,CHICAGO,1,Lincoln & Webster,-87.64410792,41.9222097
806,15354,680,POINT (-87.64657700999999 41.85245930100001),HALSTED,CERMAK,SB,FS,"8,N62",N62,CHICAGO,1,Halsted & Cermak,-87.64657701,41.8524593
807,4414,681,POINT (-87.71627197999999 41.80657396599997),ARCHER,LAWNDALE,NEB,NS,62,N62,CHICAGO,1,Archer & Lawndale,-87.71627198,41.80657397
808,5545,682,POINT (-87.68231991300001 41.913594932000024),MILWAUKEE,LEAVITT,NWB,NS,56,,CHICAGO,6,Milwaukee & Leavitt,-87.68231991,41.91359493
809,3725,683,POINT (-87.76184809199998 41.96900846),MILWAUKEE,HIGGINS,SEB,NS,"56,81,81W,91",N81,CHICAGO,1,Milwaukee & Higgins,-87.76184809,41.96900846
810,15219,684,POINT (-87.71284585799998 41.949043184999994),KIMBALL,ELSTON,SB,FS,82,,CHICAGO,1,Kimball & Elston,-87.71284586,41.94904319
811,8820,685,POINT (-87.679172746 41.96519341099997),DAMEN,WILSON,SB,NS,50,,CHICAGO,1,Damen & Wilson,-87.67917275,41.96519341
812,1379,686,POINT (-87.68399588699998 41.96149187499998),LINCOLN,MONTROSE/LEAVITT,SEB,NS,11,,CHICAGO,1,Lincoln & Montrose/Leavitt,-87.68399589,41.96149188
813,8833,687,POINT (-87.67852199999999 41.943295999999975),DAMEN,ROSCOE,SB,NS,50,,CHICAGO,1,Damen & Roscoe,-87.678522,41.943296
814,6040,688,POINT (-87.666879516 41.878968930999974),ASHLAND,ADAMS,SB,NS,9,N9,CHICAGO,1,Ashland & Adams,-87.66687952,41.87896893
815,8257,689,POINT (-87.68559876199998 41.844909734),WESTERN,26TH STREET,SB,NS,"49,X49",N49,CHICAGO,1,Western & 26th Street,-87.68559876,41.84490973
816,4565,690,POINT (-87.77156400000001 41.777934000000016),AUSTIN,63RD STREET,SB,NS,55A,,CHICAGO,1,Austin & 63rd Street,-87.771564,41.777934
817,8844,691,POINT (-87.67771399399999 41.917854487),DAMEN,ARMITAGE,SB,NS,50,,CHICAGO,1,Damen & Armitage,-87.67771399,41.91785449
818,6614,692,POINT (-87.63419167199999 41.89324934899997),WELLS,ONTARIO,SB,NS,37,,CHICAGO,6,Wells & Ontario,-87.63419167,41.89324935
819,14576,693,POINT (-87.68378302500003 41.77902941399998),WESTERN,63RD STREET,SB,FS,"49,X49",N49,CHICAGO,1,Western & 63rd Street,-87.68378303,41.77902941
820,6750,947,POINT (-87.70305200000001 41.859055001),16TH STREET,ALBANY,EB,NS,18,,CHICAGO,1,16th Street & Albany,-87.703052,41.859055
821,1502,948,POINT (-87.706878641 41.990235746999986),LINCOLN,PETERSON,NWB,NS,11,,CHICAGO,1,Lincoln & Peterson,-87.70687864,41.99023575
822,18175,949,POINT (-87.71151726199997 41.89524721599997),HOMAN,CHICAGO,SB,FS,82,,CHICAGO,1,Homan & Chicago,-87.71151726,41.89524722
823,1446,950,POINT (-87.632784405 41.90402022400002),LASALLE,DIVISION,NB,FS,156,,CHICAGO,1,LaSalle & Division,-87.63278441,41.90402022
824,15356,951,POINT (-87.647411261 41.88581891899997),HALSTED,LAKE,NB,FS,8,,CHICAGO,1,Halsted & Lake,-87.64741126,41.88581892
825,11740,952,POINT (-87.78503899999998 41.912685001),NARRAGANSETT,BLOOMINGDALE,NB,NS,86,,CHICAGO,1,Narragansett & Bloomingdale,-87.785039,41.912685
826,5966,953,POINT (-87.64916374799998 41.939899620000006),HALSTED,BELMONT,NB,NS,8,,CHICAGO,1,Halsted & Belmont,-87.64916375,41.93989962
827,15845,954,POINT (-87.67280549600002 41.907480858999975),MILWAUKEE,WOOD (north leg)/WOLCOTT,NWB,FS,56,,CHICAGO,1,Milwaukee & Wolcott/Wood,-87.6728055,41.90748086
828,1841,955,POINT (-87.63733630600001 41.92021774),CLARK,DICKENS,SB,NS,"22,36",N22,CHICAGO,1,Clark & Dickens,-87.63733631,41.92021774
829,9948,956,POINT (-87.77827134699999 41.98059623500001),NORTHWEST HWY,AUSTIN,SEB,NS,68,,CHICAGO,1,Northwest Hwy & Austin,-87.77827135,41.98059624
830,14057,957,POINT (-87.67532832799998 42.016117028),CLARK,ROGERS,SB,NS,22,N22,CHICAGO,1,Clark & Rogers,-87.67532833,42.01611703
831,1365,958,POINT (-87.695526288 41.98324763099998),LINCOLN,BRYN MAWR,SEB,NS,11,,CHICAGO,1,Lincoln & Bryn Mawr,-87.69552629,41.98324763
832,2393,959,POINT (-87.626915 41.84209500100002),STATE,29TH STREET,SB,NT,29,,CHICAGO,1,State & 29th Street,-87.626915,41.842095
833,5336,960,POINT (-87.66024100099997 41.98701299999999),BROADWAY,VICTORIA,SB,NS,36,,CHICAGO,1,Broadway & Victoria,-87.660241,41.987013
834,6544,961,POINT (-87.62977799999999 41.763775001),WENTWORTH,72ND STREET,SB,NS,24,,CHICAGO,1,Wentworth & 72nd Street,-87.629778,41.763775
835,6554,962,POINT (-87.63566500000002 41.745442001000015),VINCENNES,82ND STREET,SB,NS,"8A,24",,CHICAGO,1,Vincennes & 82nd Street,-87.635665,41.745442
836,8627,963,POINT (-87.884297 41.747604000000024),UPS FACILITY,STOP 1,NEB,TERM,169,,HODGKINS,1,Ups Facility Stop 1,-87.884297,41.747604
837,1072,964,POINT (-87.63956872300002 41.93857022999998),SHERIDAN,BRIAR,SB,FS,"134,143,151,156",,CHICAGO,1,Sheridan & Briar,-87.63956872,41.93857023
838,11131,965,POINT (-87.71320699900002 41.961208),KIMBALL,MONTROSE,SB,NS,82,,CHICAGO,1,Kimball & Montrose,-87.713207,41.961208
839,2423,966,POINT (-87.62568299999998 41.791223),STATE,57TH STREET,SB,NS,29,,CHICAGO,1,State & 57th Street,-87.625683,41.791223
840,8790,967,POINT (-87.67363792499998 41.76490677800001),DAMEN,71ST STREET,SB,NS,"48,94",,CHICAGO,1,Damen & 71st Street,-87.67363793,41.76490678
841,14443,968,POINT (-87.66055920600002 41.996202788999994),BROADWAY,ROSEMONT,SB,FS,36,,CHICAGO,1,Broadway & Rosemont,-87.66055921,41.99620279
842,9011,969,POINT (-87.726760937 41.92091291999998),PULASKI,PALMER,SB,NS,53,N53,CHICAGO,1,Pulaski & Palmer,-87.72676094,41.92091292
843,7232,970,POINT (-87.59343540100002 41.757006461),SOUTH CHICAGO,76TH STREET,SEB,NS,30,,CHICAGO,1,South Chicago & 76th Street,-87.5934354,41.75700646
844,8878,971,POINT (-87.67640628999999 41.86698771900001),DAMEN,ROOSEVELT,SB,NS,"50,755",,CHICAGO,1,Damen & Roosevelt,-87.67640629,41.86698772
845,5374,972,POINT (-87.628399 41.90087399999999),STATE,OAK (north leg),SB,NT,36,,CHICAGO,1,State & Oak,-87.628399,41.900874
846,9062,973,POINT (-87.72444387299998 41.836986937000006),PULASKI,31ST STREET,SB,NS,53,,CHICAGO,1,Pulaski & 31st Street,-87.72444387,41.83698694
847,2250,974,POINT (-87.61494068600001 41.74733349000002),KING DRIVE,81ST STREET,SB,FS,3,,CHICAGO,1,King Drive & 81st Street,-87.61494069,41.74733349
848,463,975,POINT (-87.66203999999999 41.881587001000014),MADISON,LOOMIS (west leg),WB,NS,20,N20,CHICAGO,1,Madison & Loomis,-87.66204,41.881587
849,6819,976,POINT (-87.67586874699998 41.857719565000025),18TH STREET,DAMEN,WB,NS,18,,CHICAGO,1,18th Street & Damen,-87.67586875,41.85771957
850,16139,977,POINT (-87.62782764500002 41.86753563100001),ROOSEVELT,STATE,WB,FS,"12,18",,CHICAGO,1,Roosevelt & State,-87.62782765,41.86753563
851,14525,978,POINT (-87.76074174799999 41.89493146900003),CHICAGO,LONG,WB,FS,66,,CHICAGO,1,Chicago & Long,-87.76074175,41.89493147
852,15948,979,POINT (-87.70386801199999 41.96854817600001),LAWRENCE,SACRAMENTO,WB,FS,81,N81,CHICAGO,1,Lawrence & Sacramento,-87.70386801,41.96854818
853,10900,980,POINT (-87.65920512899999 41.759574192),74TH STREET,LOOMIS,WB,FS,75,,CHICAGO,1,74th Street & Loomis,-87.65920513,41.75957419
854,6864,981,POINT (-87.67065614500001 41.85229837000003),CERMAK,WOOD,WB,NS,21,,CHICAGO,1,Cermak & Wood,-87.67065615,41.85229837
855,2641,982,POINT (-87.62519999900002 41.75110999999998),79TH STREET,RED LINE STATION,WB,MB,79,N79,CHICAGO,1,79th Red Line Station,-87.6252,41.75111
856,17198,983,POINT (-87.68515816600001 41.997881389999975),DEVON,LEAVITT,WB,FS,155,,CHICAGO,1,Devon & Leavitt,-87.68515817,41.99788139
857,17384,984,POINT (-87.62670337499998 41.82378571300001),PERSHING,STATE,WB,FS,39,,CHICAGO,1,Pershing & State,-87.62670338,41.82378571
858,9141,985,POINT (-87.72792107599997 41.968147988),PULASKI,LAWRENCE,NB,NS,53,,CHICAGO,1,Pulaski & Lawrence,-87.72792108,41.96814799
859,2157,986,POINT (-87.61650870300002 41.81317237600001),KING DRIVE,45TH STREET,NB,FS,3,,CHICAGO,1,King Drive & 45th Street,-87.6165087,41.81317238
860,11242,987,POINT (-87.71111998499998 41.88961957700002),HOMAN,FRANKLIN(s.service drive),NB,NS,82,,CHICAGO,1,Homan & Franklin,-87.71111999,41.88961958
861,5873,988,POINT (-87.644323617 41.76510561200001),HALSTED,71ST STREET,NB,NS,8,,CHICAGO,1,Halsted & 71st Street,-87.64432362,41.76510561
862,9966,989,POINT (-87.70072914000002 41.691470224),KEDZIE,111TH STREET,NB,NS,52A,,CHICAGO,1,Kedzie & 111th Street,-87.70072914,41.69147022
863,2520,990,POINT (-87.606979072 41.82428475400002),COTTAGE GROVE,PERSHING,NB,FS,4,N4,CHICAGO,1,Cottage Grove & Pershing,-87.60697907,41.82428475
864,1198,991,POINT (-87.65544699999998 41.994775000000004),SHERIDAN,GRANVILLE,NB,FS,"136,147,151",,CHICAGO,1,Sheridan & Granville,-87.655447,41.994775
865,9992,992,POINT (-87.70201299899998 41.73876200000001),KEDZIE,85TH STREET,NB,NS,52A,,CHICAGO,1,Kedzie & 85th Street,-87.702013,41.738762
866,14585,993,POINT (-87.68803463400002 41.93193723899998),WESTERN,ELSTON/DIVERSEY,SB,FS,"49,X49",N49,CHICAGO,1,Western & Elston/Diversey,-87.68803463,41.93193724
867,4611,994,POINT (-87.74258775800001 41.78223442500001),CICERO,61ST STREET,SB,NT,"54B,63,63W,165",N63,CHICAGO,1,Cicero & 61st Street,-87.74258776,41.78223443
868,5235,995,POINT (-87.57551469700002 41.72598361299998),JEFFERY,93RD STREET,SB,FS,"J14,15",,CHICAGO,1,Jeffery & 93rd Street,-87.5755147,41.72598361
869,5132,996,POINT (-87.6416671 41.84524967300001),WALLACE,26TH STREET,SB,FS,44,,CHICAGO,1,Wallace & 26th Street,-87.6416671,41.84524967
870,5863,997,POINT (-87.64412227899999 41.752499075),HALSTED,78TH STREET,SB,NT,8,,CHICAGO,1,Halsted & 78th Street,-87.64412228,41.75249908
871,4048,998,POINT (-87.71036800000002 41.91730000000001),ARMITAGE,SPAULDING,EB,NS,73,,CHICAGO,1,Armitage & Spaulding,-87.710368,41.9173
872,3443,999,POINT (-87.60429231299997 41.78037629300002),63RD STREET,DREXEL (west leg),EB,MT,63,N63,CHICAGO,1,63rd Street & Drexel,-87.60429231,41.78037629
873,12223,1000,POINT (-87.603481472 41.70743580999999),103RD STREET,150' east of CORLISS,EB,MB,106,,CHICAGO,1,103rd Street & Corliss,-87.60348147,41.70743581
874,17208,1001,POINT (-87.78559919700001 41.93116012600001),NARRAGANSETT,DIVERSEY,NB,FS,86,,CHICAGO,1,Narragansett & Diversey,-87.7855992,41.93116013
875,17214,1002,POINT (-87.725833679 41.89004580300002),PULASKI,FERDINAND,NB,FS,53,N53,CHICAGO,1,Pulaski & Ferdinand,-87.72583368,41.8900458
876,17318,1003,POINT (-87.72754468699998 41.953919735),PULASKI,IRVING PARK,NB,FS,53,,CHICAGO,1,Pulaski & Irving Park,-87.72754469,41.95391974
877,14537,1004,POINT (-87.667477497 41.90711357499998),ASHLAND,BLACKHAWK,NB,FS,9,N9,CHICAGO,1,Ashland & Blackhawk,-87.6674775,41.90711358
878,10307,1005,POINT (-87.74593133299999 41.90589491100002),CICERO,HIRSCH,NB,NT,54,,CHICAGO,1,Cicero & Hirsch,-87.74593133,41.90589491
879,75,1006,POINT (-87.62416000000002 41.876689999999996),MICHIGAN,VAN BUREN,NB,NS,"1,7,28,126",,CHICAGO,1,Michigan & Van Buren,-87.62416,41.87669
880,1898,1007,POINT (-87.631310999 41.90174400000001),CLARK,MAPLE,NB,NS,"22,70",N22,CHICAGO,1,Clark & Maple,-87.631311,41.901744
881,9064,1008,POINT (-87.72426599900001 41.83705400100001),PULASKI,31ST STREET,NB,FS,53,,CHICAGO,1,Pulaski & 31st Street,-87.724266,41.837054
882,3149,1009,POINT (-87.70548752899998 41.86314714399998),KEDZIE,DOUGLAS (n.service drive),NB,FS,52,,CHICAGO,1,Kedzie & Douglas,-87.70548753,41.86314714
883,1963,1010,POINT (-87.67385697100002 42.00892503699998),CLARK,LUNT,NB,NS,22,N22,CHICAGO,1,Clark & Lunt,-87.67385697,42.00892504
884,2466,1011,POINT (-87.60451851800002 41.72927493499998),COTTAGE GROVE,91ST STREET,NB,NS,4,,CHICAGO,1,Cottage Grove & 91st Street,-87.60451852,41.72927494
885,11233,1012,POINT (-87.71078926199999 41.877182226),HOMAN,JACKSON,NB,NS,82,,CHICAGO,1,Homan & Jackson,-87.71078926,41.87718223
886,2124,1013,POINT (-87.61492821299998 41.756674325999995),KING DRIVE,76TH STREET,NB,FS,3,,CHICAGO,1,King Drive & 76th Street,-87.61492821,41.75667433
887,16034,1014,POINT (-87.78760613200001 41.98620338699999),NAGLE,NORTHWEST HWY,NB,FS,"86,91",,CHICAGO,1,Nagle & Northwest Hwy,-87.78760613,41.98620339
888,2519,1015,POINT (-87.606784818 41.822575383000014),COTTAGE GROVE,OAKWOOD BLVD,NB,NS,4,N4,CHICAGO,1,Cottage Grove & Oakwood,-87.60678482,41.82257538
889,1581,1016,POINT (-87.62396449800002 41.86914470800002),MICHIGAN,11TH STREET,NB,NT,"1,3,4",N4,CHICAGO,1,Michigan & 11th Street,-87.6239645,41.86914471
890,1153,1017,POINT (-87.63942687999997 41.938694242),SHERIDAN,BRIAR,NB,NS,"77,134,143,151,156",,CHICAGO,1,Sheridan & Briar,-87.63942688,41.93869424
891,2481,1018,POINT (-87.60520622500002 41.756680776999985),COTTAGE GROVE,76TH STREET,NB,NS,4,,CHICAGO,1,Cottage Grove & 76th Street,-87.60520623,41.75668078
892,15194,1019,POINT (-87.62407192799998 41.736573710000016),STATE,87TH STREET,NB,FS,29,,CHICAGO,1,State & 87th Street,-87.62407193,41.73657371
893,14844,1020,POINT (-87.76476232200002 41.880470134999996),CENTRAL,MADISON,NB,FS,85,,CHICAGO,1,Central & Madison,-87.76476232,41.88047014
894,14792,1021,POINT (-87.66871024099999 41.98369417700002),CLARK,BRYN MAWR,NB,FS,22,N22,CHICAGO,1,Clark & Bryn Mawr,-87.66871024,41.98369418
895,5272,1022,POINT (-87.56364100799999 41.713597461000006),100TH STREET,BENSLEY,WB,FS,100,,CHICAGO,1,100th Street & Bensley,-87.56364101,41.71359746
896,12208,1023,POINT (-87.71349458499998 41.70611648800002),103RD STREET,LAWNDALE,WB,NT,103,,CHICAGO,1,103rd Street & Lawndale,-87.71349459,41.70611649
897,10633,1024,POINT (-87.73783810200001 41.79315410700002),55TH STREET,4600 WEST RR CROSSING,WB,NS,55,,CHICAGO,1,4600 W 55th Street,-87.7378381,41.79315411
898,8118,1025,POINT (-87.74062181099998 41.80774394000002),47TH STREET,KILPATRICK,WB,NS,47,,CHICAGO,1,47th Street & Kilpatrick,-87.74062181,41.80774394
899,2629,1026,POINT (-87.60263701299999 41.75136397199998),79TH STREET,DREXEL,WB,NS,79,N79,CHICAGO,1,79th Street & Drexel,-87.60263701,41.75136397
900,12110,1027,POINT (-87.60085375099999 41.72215687300002),95TH STREET,930 EAST,WB,MB,100,,CHICAGO,1,930 E 95th Street,-87.60085375,41.72215687
901,12624,1028,POINT (-87.81419210199999 41.94521887799999),ADDISON,OLCOTT,WB,NS,152,,CHICAGO,1,Addison & Olcott,-87.8141921,41.94521888
902,13091,1029,POINT (-87.72774557000002 41.78595322899997),59TH STREET,KEELER,WB,NS,59,,CHICAGO,1,59th Street & Keeler,-87.72774557,41.78595323
903,12011,1030,POINT (-87.56690981399998 41.72626353999999),93RD STREET,OGLESBY,WB,NT,"N5,95",N5,CHICAGO,1,93rd Street & Oglesby,-87.56690981,41.72626354
904,5141,1031,POINT (-87.641338437 41.829075183999976),WALLACE,36TH STREET,SB,NS,44,,CHICAGO,1,Wallace & 36th Street,-87.64133844,41.82907518
905,1470,1032,POINT (-87.672175283 41.945035347999976),LINCOLN,CORNELIA,NWB,NS,11,,CHICAGO,1,Lincoln & Cornelia,-87.67217528,41.94503535
906,8155,1033,POINT (-87.68456254099999 41.80837389800001),47TH STREET,WESTERN AVENUE,EB,NS,"47,94",,CHICAGO,1,47th Street & Western Avenue,-87.68456254,41.8083739
907,721,1034,POINT (-87.68684427400001 41.89056857000003),GRAND,WESTERN,EB,NS,65,,CHICAGO,1,Grand & Western,-87.68684427,41.89056857
908,275,1035,POINT (-87.72026245500001 41.86614846600003),ROOSEVELT,INDEPENDENCE,EB,NS,12,,CHICAGO,1,Roosevelt & Independence,-87.72026246,41.86614847
909,3496,1036,POINT (-87.662944498 41.721106727000006),95TH STREET,ASHLAND,EB,NS,95,,CHICAGO,1,95th Street & Ashland,-87.6629445,41.72110673
910,4927,1037,POINT (-87.64547931300001 41.95457655500002),IRVING PARK,MARINE DRIVE,EB,NS,"80,135,148",,CHICAGO,1,Irving Park & Marine Drive,-87.64547931,41.95457656
911,12063,1038,POINT (-87.66994007699998 42.00910747099999),LUNT,ASHLAND,WB,NS,96,,CHICAGO,1,Lunt & Ashland,-87.66994008,42.00910747
912,12552,1039,POINT (-87.64931744900002 41.947370809000006),ADDISON,HALSTED,WB,NS,152,,CHICAGO,1,Addison & Halsted,-87.64931745,41.94737081
913,10062,1040,POINT (-87.71008297700001 41.684159824999995),115TH STREET,CENTRAL PARK,WB,NS,52A,,CHICAGO,1,115th Street & Central Park,-87.71008298,41.68415983
914,12562,1041,POINT (-87.673496677 41.947004746000005),ADDISON,LINCOLN,WB,NS,152,,CHICAGO,1,Addison & Lincoln,-87.67349668,41.94700475
915,465,1042,POINT (-87.66656699999999 41.881523000000016),MADISON,ASHLAND,WB,NS,20,N20,CHICAGO,1,Madison & Ashland,-87.666567,41.881523
916,11081,1043,POINT (-87.73669616299998 41.931770067),DIVERSEY,KOSTNER,WB,NS,76,,CHICAGO,1,Diversey & Kostner,-87.73669616,41.93177007
917,11093,1044,POINT (-87.766103627 41.931348446000015),DIVERSEY,CENTRAL,WB,NS,76,N77,CHICAGO,1,Diversey & Central,-87.76610363,41.93134845
918,2083,1045,POINT (-87.72609818699999 41.90274480800002),DIVISION,PULASKI,WB,NS,70,,CHICAGO,1,Division & Pulaski,-87.72609819,41.90274481
919,15811,1046,POINT (-87.65700744399999 41.86947787499997),TAYLOR,RACINE,WB,FS,157,,CHICAGO,1,Taylor & Racine,-87.65700744,41.86947788
920,16121,1047,POINT (-87.63166392 41.75819154499999),75TH STREET,VINCENNES,WB,FS,75,,CHICAGO,1,75th Street & Vincennes,-87.63166392,41.75819155
921,14815,1048,POINT (-87.70346871599997 41.77904541100003),63RD STREET,KEDZIE,WB,FS,63,N63,CHICAGO,1,63rd Street & Kedzie,-87.70346872,41.77904541
922,4803,1049,POINT (-87.674272283 41.97616267199999),FOSTER,RAVENSWOOD,WB,NS,"50,92",,CHICAGO,1,Foster & Ravenswood,-87.67427228,41.97616267
923,14830,1050,POINT (-87.71218177899999 41.91739510299999),ARMITAGE,KIMBALL,WB,FS,73,,CHICAGO,1,Armitage & Kimball,-87.71218178,41.9173951
924,10615,1051,POINT (-87.693894 41.79374500099999),55TH STREET,CALIFORNIA,WB,FS,55,N55,CHICAGO,1,55th Street & California,-87.693894,41.793745
925,466,1052,POINT (-87.66911299899999 41.881490000999975),MADISON,PAULINA,WB,NS,20,N20,CHICAGO,1,Madison & Paulina,-87.669113,41.88149
926,16174,1053,POINT (-87.72707437600002 41.94630967799998),ADDISON,PULASKI,EB,FS,152,,CHICAGO,1,Addison & Pulaski,-87.72707438,41.94630968
927,10783,1054,POINT (-87.620293001 41.765553001),71ST STREET,INDIANA,EB,NS,71,,CHICAGO,1,71st Street & Indiana,-87.620293,41.765553
928,1111,1055,POINT (-87.625788 41.87576800099998),CONGRESS,WABASH,WB,NS,147,,CHICAGO,1,Congress & Wabash,-87.625788,41.875768
929,5552,1056,POINT (-87.693569615 41.92072237299999),MILWAUKEE,TALMAN/ATTRILL,NWB,NS,56,,CHICAGO,1,Milwaukee & Talman,-87.69356962,41.92072237
930,6531,1057,POINT (-87.63177999999999 41.78900800100001),WELLS,58TH STREET,SB,NS,"24,59",,CHICAGO,1,Wells & 58th Street,-87.63178,41.789008
931,3621,1058,POINT (-87.69957575900003 42.02131778500001),DODGE,BRUMMEL,SB,NS,"93,97",,EVANSTON,2,Dodge & Brummel,-87.69957576,42.02131779
932,6015,1059,POINT (-87.668386811 41.91905200000002),ASHLAND,ELSTON,SB,NS,9,,CHICAGO,1,Ashland & Elston,-87.66838681,41.919052
933,2451,1060,POINT (-87.62565199900001 41.741918),LAFAYETTE,84TH STREET,SB,NS,29,,CHICAGO,1,Lafayette & 84th Street,-87.625652,41.741918
934,7178,1061,POINT (-87.587364923 41.798183134),LAKE PARK,54TH STREET,SB,NS,"15,28",,CHICAGO,1,Lake Park & 54th Street,-87.58736492,41.79818313
935,2217,1062,POINT (-87.61655689899999 41.80371626300001),KING DRIVE,50TH STREET,SB,FS,3,,CHICAGO,1,King Drive & 50th Street,-87.6165569,41.80371626
936,15052,1063,POINT (-87.627452818 41.87488285500001),STATE,betw HARRISON & CONGRESS,NB,MB,"2,10,29,130,146,148",,CHICAGO,1,State & Harrison/Congress,-87.62745282,41.87488286
937,15048,1064,POINT (-87.70926276699998 41.99913276799998),KEDZIE,ARTHUR,NB,NS,11,,CHICAGO,1,Kedzie & Arthur,-87.70926277,41.99913277
938,3775,1065,POINT (-87.64905210299997 41.967347131999986),MARINE DRIVE,LELAND,NB,MT,"81,136,146",N81,CHICAGO,1,Marine Drive & Leland,-87.6490521,41.96734713
939,12040,1066,POINT (-87.70451856699998 42.01178543899999),TOUHY,SACRAMENTO,EB,NS,96,,CHICAGO,1,Touhy & Sacramento,-87.70451857,42.01178544
940,178,1067,POINT (-87.71087999999997 41.87356599999998),HARRISON,HOMAN,EB,NS,7,,CHICAGO,1,Harrison & Homan,-87.71088,41.873566
941,12513,1068,POINT (-87.72263599299998 41.946354299999996),ADDISON,HAMLIN,EB,NS,152,,CHICAGO,1,Addison & Hamlin,-87.72263599,41.9463543
942,12533,1069,POINT (-87.67464774899997 41.946841603999985),ADDISON,BROWN LINE STATION,EB,MB,152,,CHICAGO,1,Addison Brown Line Station,-87.67464775,41.9468416
943,1029,1070,POINT (-87.66022550000002 41.99813048200002),SHERIDAN 6400N,BROADWAY/DEVON,EB,FS,"136,147,151",0,CHICAGO,1,Sheridan & Broadway/Devon,-87.6602255,41.99813048
