,Indicator,Latitude,Longitude
3139,parking,42.0179757222,-87.6723863556
3141,parking,41.9056419571,-87.6492038857
3142,parking,41.8943386667,-87.6480532833
3143,parking,41.9058144429,-87.6487003143
3144,parking,41.97509252,-87.81238246
3147,parking,41.9788128333,-87.8125569444
3148,parking,41.9745951,-87.8252252625
3149,parking,41.9745611941,-87.8281107765
3152,parking,41.97506998,-87.78152444
3153,parking,41.9698699,-87.7679789
3154,parking,41.9670791857,-87.7669431429
3155,parking,41.9679967556,-87.7874897778
3156,parking,41.97545286,-87.78450006
3160,parking,41.9816915222,-87.8066165444
3161,parking,41.98150682,-87.80618622
3163,parking,41.9787033111,-87.8460256111
3164,parking,41.97890435,-87.842994475
3165,parking,41.9795733778,-87.8445465778
3166,parking,41.9776354625,-87.8431644875
3167,parking,41.9776912182,-87.8456226
3168,parking,41.9777774294,-87.8448299235
3169,parking,41.9783411765,-87.8420329647
3170,parking,41.97870394,-87.8449533
3171,parking,41.97872318,-87.84394218
3172,parking,41.9808221231,-87.8613515154
3173,parking,41.9819155367,-87.85768426
3174,parking,41.9808531,-87.85769565
3176,parking,41.9825047733,-87.8409277
3177,parking,41.9858815429,-87.8442437
3178,parking,41.9870933682,-87.8370757182
3179,parking,41.9856435125,-87.83394985
3180,parking,41.985729385,-87.83988053
3182,parking,41.9850222,-87.84420812
3183,parking,41.9864967444,-87.8424009667
3184,parking,41.9850575429,-87.8406430929
3185,parking,41.9852695857,-87.8436083429
3186,parking,41.9860890556,-87.8382964778
3187,parking,41.9821550708,-87.8390291292
3188,parking,41.9928198267,-87.8375070067
3192,parking,41.97901165,-87.83710289
3193,parking,41.9776374333,-87.8370830167
3194,parking,41.86164108,-87.6404638067
3195,parking,41.8534054,-87.6503795364
3196,parking,41.8542074,-87.65040554
3197,parking,41.8537970111,-87.6617399111
3198,parking,41.8394499125,-87.686239475
3199,parking,41.8425124143,-87.6860544857
3200,parking,41.8487628333,-87.6959742111
3201,parking,41.9760658267,-87.8382857067
3203,parking,41.9740327364,-87.8385776182
3204,parking,41.9764064167,-87.8392082333
3206,parking,41.97635656,-87.83704304
3207,parking,41.9767554583,-87.8389562667
3208,parking,41.9742228909,-87.8349334818
3209,parking,41.9835155273,-87.8400784636
3210,parking,41.98247924,-87.83800964
3211,parking,41.9831857083,-87.8427972792
3212,parking,41.9830213,-87.83891764
3213,parking,41.9819322474,-87.8400338895
3214,parking,41.98213744,-87.842541136
3215,parking,41.9819250812,-87.84523745
3216,parking,41.9653959417,-87.8542683333
3217,parking,41.9644063355,-87.8543021742
3218,parking,41.9541237222,-87.8532728556
3219,parking,41.954974168,-87.8523516
3220,parking,41.9535065778,-87.8510666222
3221,parking,41.9526199167,-87.8530320667
3223,parking,41.9562206282,-87.8463365462
3224,parking,41.9604837917,-87.8475439667
3225,parking,41.9567687069,-87.8516268241
3226,parking,41.9574747043,-87.8506981826
3227,parking,41.9588960421,-87.8486484368
3228,parking,41.9597367211,-87.8484534053
3229,parking,41.9581420652,-87.8492867522
3230,parking,41.9543390313,-87.84624795
3231,parking,41.9529341,-87.8443378306
3232,parking,41.9555322667,-87.8491296288
3233,parking,41.9529854781,-87.8409857844
3234,parking,41.9581241105,-87.8527872658
3235,parking,41.956512252,-87.852754976
3236,parking,41.9563287882,-87.8532594235
3237,parking,41.9539906,-87.8563105368
3238,parking,41.9589430714,-87.8343442429
3239,parking,41.9521168385,-87.8407595
3240,parking,41.96252015,-87.8609082375
3242,parking,41.9645587636,-87.8373239455
3243,parking,41.9673032,-87.84190325
3244,parking,41.9660497778,-87.8372492778
3246,parking,41.9659145059,-87.8444992412
3247,parking,41.9705889,-87.8381331857
3248,parking,41.9726017182,-87.8433364909
3249,parking,41.97218104,-87.84241932
3250,parking,41.9739066667,-87.8181235556
3251,parking,41.9730105,-87.84242655
3252,parking,41.9726271667,-87.8424325833
3255,parking,41.9729815545,-87.8433311818
3256,parking,41.9725034143,-87.8416710714
3257,parking,41.967403875,-87.8113612625
3259,parking,41.97215888,-87.84352994
3260,parking,41.9718429143,-87.8370364429
3261,parking,41.9733638727,-87.8433307909
3262,parking,41.9730022111,-87.8445720333
3263,parking,41.97339005,-87.8424355333
3264,parking,41.9422124538,-87.8676283615
3266,parking,41.9662026,-87.7228329167
3267,parking,41.9718820286,-87.7104805
3268,parking,41.9658933692,-87.7276033692
3269,parking,41.9648555154,-87.7282919231
3272,parking,41.9658764111,-87.7446908889
3274,parking,41.9661022833,-87.8192273
3275,parking,41.96443884,-87.75726008
3282,parking,41.9453994963,-87.7137874037
3283,parking,41.9459332211,-87.7162365316
3286,parking,41.9461052909,-87.7089148545
3287,parking,41.9455241,-87.7166311875
3288,parking,41.9398106533,-87.71057034
3289,parking,41.95106425,-87.7305023833
3292,parking,41.9394745,-87.7231880818
3294,parking,41.9411168688,-87.692512925
3295,parking,41.92791288,-87.68562778
3296,parking,41.9539953643,-87.74502235
3297,parking,41.9548003583,-87.7445388083
3298,parking,41.95674594,-87.7470266
3299,parking,41.9571435,-87.7469292889
3300,parking,41.9542838615,-87.7514219846
3301,parking,41.9538589467,-87.74436132
3302,parking,41.965255,-87.77326164
3305,parking,41.9579199538,-87.7704438154
3306,parking,41.9650871571,-87.7776454
3307,parking,41.9656253833,-87.782697
3310,parking,41.9654873875,-87.7785927
3312,parking,41.9522822667,-87.7852681833
3318,parking,41.7663801857,-87.717824
3320,parking,41.79277905,-87.713025825
3321,parking,41.7938730556,-87.7129254
3322,parking,41.79457718,-87.71274196
3326,parking,41.96546766,-87.79821943
3329,parking,41.8758322444,-87.7125235111
3331,parking,41.8799222455,-87.7066418727
3334,parking,41.8779814,-87.70659898
3335,parking,41.8895690833,-87.7095096333
3337,parking,41.8895298444,-87.7067979889
3338,parking,41.94516148,-87.83208426
3339,parking,41.951964675,-87.8463507125
3342,parking,41.6885393917,-87.6556188667
3345,parking,41.9717007,-87.8616192125
3346,parking,42.0043292889,-87.7090175889
3356,parking,41.8610942909,-87.6937022909
3399,parking,41.91806968,-87.68711986
3415,parking,41.90996732,-87.68889142
3432,parking,41.9959444,-87.6796982833
3434,parking,41.9971173812,-87.7088694187
3436,parking,41.9674799926,-87.7925309259
3545,parking,41.9810040286,-87.6931365286
3549,parking,41.9744421,-87.6998297769
3554,parking,41.9833836286,-87.7006497714
3556,parking,41.9883035333,-87.7026440667
3558,parking,41.987248425,-87.70087435
3648,bus_station,41.7507136364,-87.6825431364
3678,parking,41.7789024,-87.6839937714
3682,bus_station,41.7787634053,-87.6635664053
3688,parking,41.92450246,-87.70110918
3689,parking,41.92425384,-87.70003888
3690,parking,41.9976758857,-87.7085303
3691,parking,41.99120852,-87.70713532
3692,parking,41.9961864429,-87.6975623714
3693,parking,41.996324,-87.7101523
3696,parking,42.01590926,-87.70005876
3698,parking,42.0123442611,-87.7097284889
3699,parking,42.0124821286,-87.7092982143
3700,parking,42.0148323875,-87.69665635
3702,parking,42.01508565,-87.6949791667
3703,parking,42.01421884,-87.6907341
3704,parking,42.01548936,-87.68854488
3706,parking,42.015819,-87.68588226
3707,parking,42.0029476818,-87.7088656091
3725,bus_station,41.8049495556,-87.6840716556
3741,bus_station,41.8391816333,-87.6651307167
3751,parking,41.9752933083,-87.692771525
3756,parking,41.9751325,-87.6960775625
3757,parking,41.9634799286,-87.6891899429
3759,parking,41.97495344,-87.70109412
3760,parking,41.97366578,-87.6950423
3761,parking,41.9743282615,-87.7009209538
3762,parking,41.9743618444,-87.6977402222
3765,parking,41.9638410625,-87.692225225
3766,parking,41.96882261,-87.69966744
3791,parking,41.8673832469,-87.6792827156
3806,parking,41.87110534,-87.6660309
3811,parking,41.8661546556,-87.677747
3814,parking,41.8697527952,-87.6784144762
3815,parking,41.8736132341,-87.6680982818
3816,parking,41.87254328,-87.66801266
3818,parking,41.8697127048,-87.6684655476
3819,parking,41.8681216829,-87.67227234
3820,parking,41.8722874706,-87.6724876882
3826,parking,41.8778432333,-87.6684681667
3877,parking,41.9201776143,-87.6645888857
3909,parking,41.8673685333,-87.6645695667
3910,parking,41.8680058833,-87.6645898
3912,parking,41.8672934667,-87.6656509
3928,parking,41.86811935,-87.6793486643
3933,parking,41.8681108706,-87.6740250176
3934,parking,41.86796566,-87.67331318
3936,parking,41.8703185364,-87.6683419273
3937,parking,41.87014426,-87.6745044
3938,parking,41.8694257667,-87.6751086167
3939,parking,41.8687318067,-87.67549008
3945,parking,41.86883454,-87.6767784
3946,parking,41.8723756187,-87.6706275062
3949,parking,41.91885035,-87.7171297833
3950,parking,41.86877061,-87.66846356
3951,parking,41.8681999286,-87.6685188857
3952,parking,41.8676811,-87.6686271167
3959,parking,41.9212789818,-87.6979973909
3960,parking,41.9213828143,-87.7004736286
3970,parking,41.9547293,-87.66818505
3996,parking,41.9833592846,-87.6653049462
4006,parking,41.98301592,-87.67297104
4031,parking,42.00994692,-87.67355354
4038,parking_space,42.0097385556,-87.6618531667
4043,parking,42.01462136,-87.66403326
4051,parking,41.69465974,-87.67042892
4052,parking,41.6848987714,-87.6814094571
4055,parking,41.69441654,-87.67019212
4056,parking,41.69151526,-87.6829568267
4058,parking,41.6924871571,-87.6699938238
4059,parking,41.6925086667,-87.6755184
4060,parking,41.69191947,-87.66757195
4062,parking,41.69236456,-87.66838068
4063,parking,41.6915482385,-87.6671471077
4064,parking,41.6911453667,-87.6692280333
4066,parking,41.6935138222,-87.6660434111
4072,parking,41.7089527765,-87.6693262706
4078,parking,41.73187362,-87.6809035029
4174,parking,41.96153118,-87.69185328
4175,parking,41.9610174923,-87.6929138462
4212,parking,42.0034982083,-87.6799872917
4217,parking,42.0204233,-87.6722577
4218,parking,42.0201868,-87.6714171455
4220,parking,42.0184868333,-87.6662878133
4225,bus_station,41.84679566,-87.64805588
4262,parking,41.8781864769,-87.6513590308
4263,parking,41.8794342875,-87.6584236875
4265,parking,41.879536925,-87.6783886167
4269,parking,41.8648780556,-87.6532327222
4277,parking,41.8970933438,-87.6424809875
4285,parking,41.77647092,-87.72356524
4287,parking,41.7763683857,-87.7345929429
4288,parking,41.893109,-87.643807348
4289,parking,41.89384331,-87.64477907
4312,parking,41.8926128833,-87.6723568
4318,parking,41.87676452,-87.68168196
4321,parking,41.9243293278,-87.6476200056
4322,parking,41.92466524,-87.6576276
4360,parking,41.9465568182,-87.6583161091
4374,parking,41.9405296667,-87.6425255667
4375,parking,41.8683047833,-87.6547069417
4376,parking,41.86662018,-87.6530737
4377,parking,41.8664996636,-87.6572104545
4395,parking,41.9668112385,-87.6503673769
4416,parking,41.9988758852,-87.6589091444
4448,parking,42.0141486857,-87.6753193429
4508,parking,41.9956587333,-87.6840122889
4543,parking,41.8383323,-87.64065972
4551,parking,41.8453387429,-87.6209191714
4567,parking,41.9995263923,-87.6725415692
4569,parking,42.0136505667,-87.6625372667
4570,parking,41.8647325923,-87.6585318846
4571,parking,41.8658284455,-87.6515338909
4573,parking,41.8678866333,-87.6396522444
4574,parking,41.86917441,-87.64301946
4578,parking,41.8912907,-87.6335971571
4596,parking,41.9043927385,-87.6282075615
4604,parking,41.89774784,-87.63466494
4610,parking,41.8962585214,-87.6303090714
4615,parking,41.8920253167,-87.6220295833
4634,parking,42.0047569,-87.68093648
4635,parking,42.0099007,-87.682876075
4667,parking,41.68599403,-87.61261532
4722,parking,42.0195946143,-87.7071620143
4770,parking,41.8034976154,-87.6129108154
4783,parking,41.8085745421,-87.6157566842
4795,parking,41.8356914364,-87.6126467727
4830,parking,41.92222,-87.6380400833
4831,parking,41.89636394,-87.62946302
4832,parking,41.8959508,-87.6294803167
4850,parking,41.77822756,-87.66363706
4885,parking,41.9522098571,-87.6581420857
4886,parking,41.9540135,-87.6516108571
4887,parking,41.95702756,-87.64948226
4888,parking,41.9587138455,-87.6525022909
4889,parking,41.955681725,-87.651789825
4910,parking,41.8704789062,-87.7585381375
4957,parking,41.9722320333,-87.6495125167
4958,parking,41.9658595267,-87.64938962
4974,parking,41.8551306857,-87.6995048143
4975,parking,41.85510942,-87.69886188
5051,parking,41.97852326,-87.65938254
5053,parking,41.9846281333,-87.654570325
5055,parking,41.9963460211,-87.6766704368
5056,parking,41.995914,-87.67622246
5057,parking,41.9969148571,-87.6793551143
5058,parking,41.9969720462,-87.6768909769
5060,parking,41.6639955364,-87.6116878455
5061,parking,41.6648365417,-87.6109463667
5062,parking,41.6659125091,-87.6112882727
5063,parking,41.6648857333,-87.6092671667
5065,parking,42.01965977,-87.71293868
5066,parking,42.02028535,-87.71170435
5067,parking,42.0199632,-87.716925
5068,parking,42.0204600778,-87.7134467778
5069,parking,42.02044802,-87.71695572
5070,parking,42.0209215462,-87.7138423538
5071,parking,42.0209287,-87.71280852
5072,parking,42.0173743818,-87.6737367273
5073,parking,42.0118184375,-87.6707908125
5075,parking,42.01823578,-87.67619284
5076,parking,42.0163345292,-87.6757199958
5077,parking,42.0175013875,-87.676786
5079,parking,42.00752508,-87.67188966
5080,parking,42.006904925,-87.672888675
5081,parking,42.002412375,-87.6785687375
5082,parking,42.0040989857,-87.67812475
5083,parking,42.0010515943,-87.6776930486
5084,parking,41.9995635368,-87.6769535684
5085,parking,42.0022002,-87.677840825
5086,parking,41.8629787889,-87.6252512333
5087,parking,41.8619529,-87.6252035857
5092,parking,42.0062220923,-87.6730353231
5093,parking,42.00749444,-87.66727238
5094,parking,42.0075938714,-87.6611645571
5095,parking,42.0081632,-87.66866576
5096,parking,42.0084284167,-87.6636670333
5097,parking,41.6812375417,-87.5378274833
5099,parking,41.6824135714,-87.539744
5100,parking,41.68129437,-87.53719576
5101,parking,41.6806961556,-87.5396648222
5102,parking,41.681498968,-87.537815488
5103,parking,41.6871329636,-87.5291937636
5105,parking,41.99655406,-87.6817258
5106,parking,41.9954942267,-87.6817431067
5107,parking,41.99150971,-87.68328321
5108,parking,41.9950881857,-87.6761935
5109,parking,41.99149218,-87.6781232
5110,parking,41.9944386167,-87.6808734333
5111,parking,41.9959233,-87.6803320143
5112,parking,41.9945650333,-87.6796868333
5113,parking,41.9911091,-87.6743202125
5114,parking,41.991376475,-87.674468375
5115,parking,41.9910620727,-87.6704968273
5116,parking,41.77557518,-87.66945652
5117,parking,41.7742989429,-87.6696187143
5118,parking,41.79168008,-87.69081488
5119,parking,41.79132252,-87.6908059
5120,parking,41.7984047857,-87.7241988714
5121,parking,41.88814776,-87.64222646
5122,parking,41.6945422647,-87.5908233235
5123,parking,42.0301318286,-87.6791472
5124,parking,42.0312995333,-87.6790133
5125,parking,41.6946970765,-87.5999938294
5126,parking,41.6939147471,-87.5995017294
5127,parking,41.6948288143,-87.5989187143
5130,parking,41.6778926444,-87.6627524667
5131,parking,41.679747543,-87.663606598
5132,parking,41.6778763182,-87.6633800273
5134,parking,41.6838130231,-87.7042087385
5135,parking,41.6837526722,-87.7018796
5137,parking,41.6828377222,-87.7037280667
5138,parking,41.6823549071,-87.7016987143
5139,parking,41.6813115533,-87.70159858
5140,parking,41.6817852,-87.7012481091
5141,parking,41.6775275412,-87.6972430647
5142,parking,41.6794210682,-87.7042908591
5143,parking,41.8976597778,-87.6636869333
5144,parking,41.86371425,-87.6557939875
5145,parking,41.8643420833,-87.654378
5146,parking,41.86367414,-87.65494745
5148,parking,41.9685141875,-87.678077225
5151,parking,41.67028526,-87.69049782
5152,parking,41.6712998,-87.6904810286
5153,parking,41.7116432286,-87.6989793286
5154,parking,41.71172388,-87.70080566
5155,parking,41.71329902,-87.70051242
5157,parking,41.7201044714,-87.7000829
5158,parking,41.7204664308,-87.6976238308
5159,parking,41.7172038437,-87.6844168875
5160,parking,41.7159808818,-87.6825582909
5161,parking,41.7179718733,-87.68238746
5162,parking,42.02772788,-87.83211698
5164,parking,42.02685618,-87.8334563867
5166,parking,41.6566168833,-87.5908004333
5167,parking,41.6571062,-87.5907529
5169,parking,41.6547615,-87.59639974
5171,parking,41.652453,-87.6027702167
5173,parking,41.65261296,-87.60135042
5174,parking,41.6548161,-87.5952419
5176,parking,41.7389520125,-87.6782749625
5177,parking,41.7431933545,-87.6814128727
5178,parking,41.7292430087,-87.6685891174
5179,parking,41.7400980478,-87.6775904
5180,parking,41.7419830758,-87.6814752121
5181,parking,41.7419430525,-87.67893378
5182,parking,41.7402145,-87.68177048
5183,parking,41.7431981478,-87.6795455217
5184,parking,41.7269528571,-87.6665207857
5185,parking,41.87012686,-87.9043209
5186,parking,41.87117558,-87.90323326
5187,parking,41.8707277625,-87.9031141
5188,parking,41.87092493,-87.90377749
5189,parking,41.8701645818,-87.9030970818
5190,parking,41.8716856364,-87.9048887818
5193,parking,41.8748500778,-87.9159696222
5194,parking,41.6784101714,-87.6724460143
5195,parking,41.69037623,-87.67099696
5196,parking,41.6864567778,-87.6780758444
5197,parking,41.6915487714,-87.6795562857
5198,parking,41.6920963909,-87.6807863364
5199,parking,41.6869204889,-87.6660940556
5200,parking,41.6893041,-87.66549925
5201,parking,41.68982537,-87.66531249
5202,parking,41.6908191429,-87.6680358143
5203,parking,41.6903636,-87.6666936667
5204,parking,41.68516322,-87.66426252
5205,parking,41.68919928,-87.66874486
5206,parking,41.6815645545,-87.6713094091
5207,parking,41.67785927,-87.67214173
5208,parking,41.68846772,-87.66967886
5209,parking,41.67976464,-87.66887424
5210,parking,41.6820654143,-87.6676138286
5211,parking,41.6957727889,-87.6817022111
5212,parking,41.6937686,-87.6790072167
5213,parking,41.7204816,-87.6863905556
5215,parking,41.7206550714,-87.6852754857
5216,parking,41.6932204333,-87.6789934167
5217,parking,41.7201595455,-87.6991215818
5218,parking,41.7195589625,-87.6984385125
5222,parking,41.7115600769,-87.6761730846
5224,parking,41.99927086,-87.8331874
5225,parking,41.9937704,-87.83199033
5226,parking,42.0006038167,-87.8580100417
5227,parking,41.9967017167,-87.8582026667
5228,parking,42.0005879214,-87.8568377714
5229,parking,41.9990207929,-87.8591590357
5230,parking,41.7024145793,-87.6913300345
5231,parking,41.7215174846,-87.6829059154
5232,parking,41.722223,-87.6835833738
5233,parking,41.6556315033,-87.63784206
5234,parking,41.652025,-87.6381679091
5235,parking,41.6544055444,-87.6394090361
5236,parking,41.652888168,-87.639724152
5237,parking,41.9684583,-87.68726596
5238,parking,41.9689545,-87.6872206889
5239,parking,41.9800502714,-87.6775153714
5240,parking,41.9816676125,-87.677256
5241,parking,41.98130308,-87.67519068
5242,parking,41.9691442,-87.6879718
5243,parking,41.9825166,-87.6769519818
5244,parking,41.9825742417,-87.6789833583
5245,parking,41.9819971625,-87.675977725
5246,parking,41.9782043125,-87.6748947125
5247,parking,41.7566021889,-87.5428661111
5248,parking,41.7554438615,-87.5463114462
5251,parking,41.7579909778,-87.5468215889
5252,parking,41.7574838394,-87.5416412909
5253,parking,41.75522095,-87.5451064
5255,parking,41.75964236,-87.5557818
5257,parking,41.7378605484,-87.849067471
5258,parking,41.73795708,-87.85030318
5260,parking,41.7392725952,-87.8485317429
5261,parking,41.7377188091,-87.8521461212
5263,parking,41.7338814231,-87.8489981974
5264,parking,41.7357329963,-87.8495154148
5265,parking,41.7364114,-87.8485045524
5266,parking,41.76743666,-87.57601204
5268,parking,41.8919499,-87.62728648
5269,parking,41.6968764571,-87.6808906214
5270,parking,41.70632314,-87.66668862
5271,parking,41.7061302364,-87.6811918
5272,parking,41.7051659,-87.6590579875
5274,parking,41.6934698,-87.6722434364
5276,parking,41.7054896,-87.65891468
5277,parking,41.6928064375,-87.67195765
5279,parking,41.6780051267,-87.6539936333
5280,parking,41.67930678,-87.65295562
5281,parking,41.67398132,-87.65224566
5283,parking,41.721835875,-87.5796716625
5285,parking,41.7211196,-87.5801253778
5286,parking,41.7216600067,-87.5803621667
5287,parking,41.7228800375,-87.5822514625
5288,parking,41.7196988571,-87.5772983429
5289,parking,41.7213465419,-87.5795907258
5290,parking,41.7216384868,-87.5824467
5293,parking,41.7044466769,-87.5857692974
5295,parking,41.9554827357,-87.8084069357
5296,parking,41.9548884,-87.8068124609
5297,parking,41.96798164,-87.80501466
5298,parking,41.9668408923,-87.8065420308
5299,parking,41.96760792,-87.80423914
5300,parking,41.9650162867,-87.8057633333
5302,parking,41.967804828,-87.806441156
5303,parking,41.93581218,-87.78499735
5305,parking,41.93141472,-87.65667888
5306,parking,41.708117,-87.5980718714
5308,parking,41.7079786889,-87.6012555444
5310,parking,41.71051925,-87.61663895
5311,parking,41.7073069333,-87.6018242833
5312,parking,41.70628896,-87.60187158
5313,parking,41.7062977879,-87.7662567091
5314,parking,41.71034172,-87.77200608
5315,parking,41.71174995,-87.77446145
5316,parking,41.7068114,-87.7642146667
5317,parking,41.80117554,-87.59860768
5319,parking,41.7969732,-87.60428884
5320,parking,41.79701956,-87.6047938
5321,parking,41.79651218,-87.5990109
5322,parking,41.7983183857,-87.6018516857
5323,parking,41.7995739,-87.6024940833
5324,parking,41.7154594444,-87.7678511
5325,parking,41.7147974,-87.7685536625
5327,parking,41.7027279833,-87.7757947833
5328,parking,41.69834225,-87.75628495
5330,parking,41.70135064,-87.76353922
5331,parking,41.7008755889,-87.7643058889
5332,parking,41.6993465286,-87.7580513286
5334,parking,41.96618704,-87.83153016
5337,parking,41.9625423385,-87.8363089077
5338,parking,41.9275992,-87.7925463125
5339,parking,41.9285304182,-87.7882629667
5340,parking,41.928563,-87.7866645692
5341,parking,41.9266224625,-87.7876367125
5342,parking,41.9272434174,-87.7864284
5343,parking,41.92880848,-87.78751478
5344,parking,41.92564294,-87.78765482
5345,parking,41.9274394,-87.79014479
5346,parking,41.9251434619,-87.7892822857
5347,parking,41.9243685607,-87.7870907536
5348,parking,41.7360047278,-87.6868549889
5349,parking,41.73514925,-87.6844526
5350,parking,41.92233575,-87.78816355
5352,parking,41.9207798187,-87.7930254313
5353,parking,41.9233106429,-87.7898660048
5354,parking,41.9226277643,-87.8030498857
5355,parking,41.9209213727,-87.7940757
5356,parking,41.9205086308,-87.7940700538
5357,parking,41.9231648857,-87.7917545857
5358,parking,41.91862392,-87.7946238
5359,parking,41.9183478222,-87.79393075
5362,parking,41.93038806,-87.7780693
5363,parking,41.9343820545,-87.7764789727
5366,parking,41.989988935,-87.674074755
5369,parking,41.7925046417,-87.594000725
5371,parking,41.8712219,-87.6440615389
5372,parking,41.8702619,-87.6441124111
5375,parking,41.8741862733,-87.6417217333
5376,parking,41.8748623167,-87.6401640167
5380,parking,41.8539262182,-87.6581680455
5381,parking,41.8557932,-87.66644472
5382,parking,41.85706798,-87.66941328
5383,parking,41.8589696,-87.66065278
5384,parking,41.8591726,-87.65961436
5385,parking,41.85638174,-87.65853582
5386,parking,41.85668784,-87.6604861
5387,parking,41.85846046,-87.65979408
5388,parking,41.8784210625,-87.6685346188
5389,parking,41.88205322,-87.66968578
5390,parking,41.8785268727,-87.6673443636
5391,parking,41.87798465,-87.6674277417
5392,parking,41.8768975385,-87.6681408231
5393,parking,41.7416728533,-87.6298120733
5394,parking,41.7415430714,-87.6330258429
5395,parking,41.7367341059,-87.6275506529
5396,parking,41.738390725,-87.6301526583
5397,parking,41.7417921111,-87.6312310333
5398,parking,41.87283956,-87.68028956
5399,parking,41.8807289182,-87.6674217455
5400,parking,41.88084866,-87.66903246
5401,parking,41.88209758,-87.66649386
5402,parking,41.8817556,-87.66849212
5403,parking,41.88178476,-87.66636212
5404,parking,41.8826254833,-87.6672758167
5405,parking,41.8817689333,-87.6677129333
5406,parking,41.8809060333,-87.6676874833
5407,parking,41.8803191143,-87.6685582
5408,parking,41.8734297882,-87.6827819176
5409,parking,41.8745379588,-87.6779224882
5410,parking,41.8743819333,-87.6804993611
5411,parking,41.87420724,-87.6825442
5412,parking,41.8747598333,-87.68174985
5413,parking,41.8730172071,-87.6781105929
5414,parking,41.8746274,-87.6755761222
5415,parking,41.8703974833,-87.67964295
5419,parking,41.873037215,-87.67257151
5420,parking,41.8675409067,-87.6704567
5421,parking,41.9966418357,-87.7882424286
5422,parking,41.8654896167,-87.6751079917
5423,parking,41.8663621167,-87.6784917
5424,parking,41.86449198,-87.67807364
5425,parking,41.8654143167,-87.67762375
5426,parking,41.86557108,-87.67415872
5430,parking,41.8203502333,-87.9311294333
5432,parking,41.8895301909,-87.7001686909
5433,parking,41.88982074,-87.70110468
5434,parking,41.90258974,-87.70406746
5435,bicycle_parking,41.887884,-87.63503416
5436,parking,41.8882605333,-87.6452294833
5438,parking,41.8865556833,-87.6471689167
5439,parking,41.88601744,-87.64714978
5440,parking,41.891434505,-87.69603611
5442,parking,41.8365213933,-87.6651670833
5443,parking,41.8344036,-87.66505766
5444,parking,41.8351595615,-87.6651226
5445,parking,41.8095849429,-87.6462766429
5446,parking,41.80773652,-87.64128994
5449,parking,41.8128778,-87.64413168
5450,parking,41.892918,-87.63820042
5452,parking,41.8919610133,-87.63746896
5453,parking,41.7360147227,-87.6280472136
5454,parking,41.7344324588,-87.6265143941
5455,parking,41.7356552,-87.6296482148
5457,parking,41.7481884286,-87.6364279429
5458,parking,41.7440168,-87.63176136
5460,parking,41.8668551471,-87.7091596059
5461,parking,41.8677393143,-87.7100407
5462,parking,41.86852748,-87.70739432
5463,parking,41.8668160154,-87.7074774769
5464,parking,41.8684409158,-87.7119618053
5465,parking,41.8495627286,-87.6230818429
5466,parking,41.8512885,-87.6296652
5468,parking,41.8515175222,-87.6285821222
5469,parking,41.8583791778,-87.62905985
5470,parking,41.8538734571,-87.6275506857
5471,parking,41.8102630214,-87.67581135
5472,parking,41.8190109909,-87.6956282727
5473,parking,41.8093642625,-87.676333625
5474,parking,41.809696981,-87.6833179762
5476,parking,41.8217622222,-87.7117775222
5477,parking,41.8144060929,-87.7231277286
5478,parking,41.812309756,-87.723130704
5479,parking,41.8644490308,-87.6597911385
5480,parking,41.8646998182,-87.6612484
5481,parking,41.86377675,-87.65858655
5482,parking,41.8622318833,-87.6608147667
5483,parking,41.86555785,-87.65745035
5485,parking,41.86573345,-87.6586452333
5486,parking,41.8638982333,-87.6595283
5487,parking,41.8654836167,-87.6595661667
5488,parking,41.86382225,-87.6603666167
5489,parking,41.8622535833,-87.6598036333
5490,parking,41.86578385,-87.6609910167
5491,parking,41.8657876875,-87.6603973875
5493,parking,41.8618358167,-87.6592386167
5494,parking,41.8650067462,-87.6597565385
5496,parking,41.7656571533,-87.5750408067
5498,parking,41.71724866,-87.60965566
5499,parking,41.7171364267,-87.6215726133
5500,parking,41.71958466,-87.60804518
5501,parking,41.71797792,-87.60662896
5502,parking,41.71650784,-87.61044416
5503,parking,41.71721966,-87.61121058
5504,parking,41.7146625462,-87.6129544154
5505,parking,41.71711004,-87.61045986
5506,parking,41.7166439,-87.60964226
5507,parking,41.71968528,-87.60723188
5509,parking,41.7160414,-87.60962868
5510,parking,41.71736532,-87.60672024
5511,parking,41.7142354286,-87.6136632143
5512,parking,41.71555964,-87.61197402
5513,parking,41.71661378,-87.61119812
5514,parking,41.72031,-87.60655066
5515,parking,41.71796796,-87.6073559
5516,parking,41.7166859,-87.6120028
5518,parking,41.71608572,-87.61198976
5519,parking,41.7177126,-87.61047874
5520,parking,41.71601772,-87.61117958
5522,parking,41.8007462882,-87.6299211706
5523,parking,41.70742386,-87.56913408
5524,parking,41.6926376889,-87.6043424222
5525,parking,41.6926506111,-87.6029582333
5526,parking,41.95140334,-87.74698248
5527,parking,41.9510473,-87.74767878
5528,parking,41.95133914,-87.74751412
5529,parking,41.952066,-87.7468645429
5530,parking,41.9511982,-87.7469768889
5531,parking,41.8534734091,-87.6439177909
5532,parking,41.77911808,-87.70970274
5533,parking,41.77862552,-87.70940306
5535,parking,41.7054555455,-87.6557628091
5536,parking,41.7039957152,-87.6549327818
5537,parking,41.7036316867,-87.6552899867
5538,parking,41.7053586,-87.653910625
5539,parking,41.7059243071,-87.6553633929
5543,parking,41.8243745615,-87.6354175385
5544,parking,41.6820183765,-87.8620312
